ID_marked,original_source_citation,specific_or_general,data_derivation_method
N-2001,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2002,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2003,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2004,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2005,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2006,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2007,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2008,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2009,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2010,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2011,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2012,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2013,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2014,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2015,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2016,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2017,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2018,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2019,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2020,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2021,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2022,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2023,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2024,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2025,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2026,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2027,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2028,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2029,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2030,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
N-2031,"Yu H, Li GJ. Construction project investment estimation handbook. Beijing: China Architecture & Building Press; 1999.",Specific,Construction bill of materials
